Text;Etiqueta
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Me enoja que tengamos tantas materias y tan poco tiempo para realmente aprender algo útil.;3
Siento un gran alivio de haber terminado, aunque tengo miedo de ver los resultados.;4
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Siento un gran alivio de haber terminado, aunque tengo miedo de ver los resultados.;4
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Me enoja que tengamos tantas materias y tan poco tiempo para realmente aprender algo útil.;3
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Siento un gran alivio de haber terminado, aunque tengo miedo de ver los resultados.;4
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
Siempre me pasa lo mismo, antes de los exámenes me entra mucho miedo de no lograr aprobar.;4
Me enoja que tengamos tantas materias y tan poco tiempo para realmente aprender algo útil.;3
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
Empieza el semestre y ya estoy nervioso por los exámenes, siempre me cuesta mucho mantener la calma.;4
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Estoy muy contento de haber terminado los exámenes, ahora solo quiero descansar y disfrutar de un merecido descanso.;1
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
Siento un gran alivio de haber terminado, aunque tengo miedo de ver los resultados.;4
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Estoy muy cansado y desmotivado, no sé cómo voy a pasar todos estos exámenes, es demasiado.;0
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
Estoy listo para el semestre, siempre me gusta aprender cosas nuevas, aunque a veces sea difícil.;2
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Siempre es emocionante empezar un semestre nuevo, me encanta la energía que se siente al inicio.;1
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
No me importa mucho cómo me fue, ya acabé y eso es lo único que importa, no quiero saber más de esto.;0
No puedo esperar a que esto termine, odio esta sensación de estar a punto de fracasar en todo.;3
Estoy emocionado de empezar este nuevo semestre, aunque sé que será difícil, confío en poder lograrlo.;1
Me siento completamente agotado, pero feliz de haber terminado, aunque no sé si pasé todas las materias.;2
Este semestre me da igual, ya no me interesa mucho, solo quiero terminar lo más pronto posible.;0
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
No puedo creer que ya estemos empezando otro semestre, parece que fue ayer que terminó el anterior.;5
Estoy enojado conmigo mismo, sé que pude haber hecho más para prepararme, ahora solo queda esperar.;3
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Los exámenes fueron muy duros, siento que no hice lo suficiente y probablemente no pasé algunas materias.;4
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Siempre he tenido buenos resultados en los exámenes, confío en que esta vez no será la excepción.;1
No puedo creer que ya haya pasado todo, parece que todo fue tan rápido, aún no lo proceso.;5
Me siento bastante preparado para los exámenes, creo que este semestre he hecho un buen trabajo.;1
La verdad no estoy muy emocionado, cada semestre es más difícil, siento que es un ciclo sin fin.;0
Estoy nervioso porque los exámenes siempre me generan mucha ansiedad, siento que nunca es suficiente tiempo para estudiar.;4
Ya no me importa mucho lo que pase con los exámenes, solo quiero que acabe todo esto.;0
Creo que si me esfuerzo un poco más, puedo lograr buenos resultados, aunque a veces siento que no vale la pena.;0
Es increíble, creo que me fue muy bien en los exámenes, siento una gran satisfacción personal.;1
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
